Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,Shape__Length
705140,Aorere Goldfields Track,"Aorere Goldfields Track is a 3-hour loop, which gives you access to explore some of the more accessible gold-mining remnants.",Easy,3 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f1ea0caf95344d1391400d10bb761de2.jpg,https://www.doc.govt.nz/link/c94b10d728904dbcbe638770e89c8fa2.aspx,7/29/2025 8:32:15 AM,5487.00064468665
705141,Aotea Track,"The Aotea Track offers a range of spectacular landscapes, superb views and rich history.",Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b1dfb7fd95f847c6a60f40252739eb6f.jpg,https://www.doc.govt.nz/link/2ae1915a4d054e109d267a552c4ac41f.aspx,7/29/2025 8:32:16 AM,41694.6950672463
705142,Arahura and Styx valleys tracks,The Arahura and Styx valleys are popular areas for tramping and hunting. The main access in both valleys is via benched formations constructed during the early gold mining days.,Advanced,2–4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3a5d8efe0f73486bac63c4a570de3999.aspx,https://www.doc.govt.nz/link/dc84cfe26399465f89d7faff6ed9cd5c.aspx,7/29/2025 8:32:16 AM,42032.3314329146
705143,Aramoana Boardwalk,"The Aramoana Boardwalk and saltmarsh experience, and other short walks from Aramoana on the edge of Otago Harbour, suit  all ages and abilities.",Easiest,20 to 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cef82de362b74d3699544ae36be20f7b.jpg,https://www.doc.govt.nz/link/27cf5d1e99284c8985f7fe1787839a35.aspx,7/29/2025 8:32:16 AM,471.474276712401
705144,Aratiatia Rapids Lookout Walk,Several times a day the gates at the Aratiatia dam are opened to release the full flow of the river - a spectacular sight from the lookout points. Stay safe and keep clear of the rapids at all times.,Easiest,10 min ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/03e0f7e1517f470e83d2e826f26832b6.jpg,https://www.doc.govt.nz/link/5a3f05c0d3584e6f81b8773d11017135.aspx,7/29/2025 8:32:16 AM,559.782709060352
705145,Archer Track,This walking and mountain biking track passes through native and pine forest from Penzance Bay to Elaine Bay.,Easy,3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/554583e8f9c445a0938fee32764137d6.jpg,https://www.doc.govt.nz/link/0cc3f8440f864ed8a6fec41394f0cd75.aspx,7/29/2025 8:32:16 AM,7757.58087180963
705146,Around the Mountain Circuit,The challenging Around the Mountain Circuit offers you spectacular bush and alpine scenery. It is best tramped from October to April.,"Advanced, Expert",4–5 days loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9d32ad935fbe47e5b86b186c9444f91f.aspx,https://www.doc.govt.nz/link/6473c18c3a69492eb126443749687cfa.aspx,7/29/2025 8:32:16 AM,92782.8711342035
705147,Arrowtown Chinese Settlement,Take a short walk around this partially restored and well interpreted Chinese settlement from the 1880s.,Easiest,At your leisure,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/89e9e66a484143eabb60c5e402ce305d.aspx,https://www.doc.govt.nz/link/b3e33c021732482087154c7b9e337bd4.aspx,7/29/2025 8:32:17 AM,296.391893243701
705148,Asbestos Track,Walk to an historic cottage (built 1897) that was home to a reclusive couple for nearly 40 years.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/45ea6bdca3f34fd7a7700225e0895491.jpg,https://www.doc.govt.nz/link/84c9d2440be14d91b102bf634e9009d8.aspx,7/29/2025 8:32:17 AM,10853.2735655876
705149,Atene Skyline Track,The Atene Skyline Track has spectacular views and a campsite for trampers wanting to stay the night.,Advanced,6 - 8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/613ec2bf04aa4534ab916041083dd00b.jpg,https://www.doc.govt.nz/link/608bed850d5245f8a0190b7c3f425f3a.aspx,7/29/2025 8:32:17 AM,12247.3086147265
705150,Atleys Track,You can see many historic gold mining features from Atleys Track and there are superb views from the summit of Mt Dewar.,Advanced,5 - 6 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/66b9534269334403b6975c0382dcd786.jpg,https://www.doc.govt.nz/link/33d533b8ea714274bba20597ebe5fac5.aspx,7/29/2025 8:32:17 AM,3531.87151635817
705151,Avalanche Peak - Crow River Route,"This route makes a good weekend trip, all against a backdrop of some of the best features of Arthur’s Pass National Park – glaciers, mountain peaks and ice-fed rivers. Crow Hut is at the bush edge in an alpine meadow.",Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b6e3726cebed429e83069f1054e9d068.jpg,https://www.doc.govt.nz/link/b015ece4513449b287888607663b616e.aspx,7/29/2025 8:32:17 AM,11802.6525003444
705152,Avalanche Peak Route,"Avalanche Peak is the only peak in Arthur's Pass that is marked by a poled route to the summit. The climb is 1,100 m vertical from the village and over just 2.5 km horizontal. On a fine day, you will be rewarded with grand views of the surrounding peaks.","Advanced, Expert","Various options, 3-4 hr to summit",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/db1a59280fbb43cdb6f3560eeb00e4d9.aspx,https://www.doc.govt.nz/link/1b0f6eca11f74167b338b2690262727e.aspx,7/29/2025 8:32:17 AM,5676.32469995906
705153,Baikie Hut Track,Baikie Hut makes a great picnic or overnight venue.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4d07f537131840b9b35211a18d4f31cd.jpg,https://www.doc.govt.nz/link/cea113c8070044ffbc99d79c392eb15d.aspx,7/29/2025 8:32:18 AM,4112.01756406277
705154,Bannockburn Sluicings,This vanished landscape is New Zealand’s own wild west: The Bannockburn Sluicings are the scarred landscapes of a short-lived goldmining era. ,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4ed29cf9a46e4741ba11259a02e90a0b.aspx,https://www.doc.govt.nz/link/7a1ebd3a6daf42ef9a4f5094d695b230.aspx,7/29/2025 8:32:18 AM,3424.53952445206
705155,Beehive Creek Walkway,This walk follows a shallow creek through a mixture of native bush and exotics. Start from the southern end of the track as the northern section is closed.,Easy,2-3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1a4d95109ea543568390504ecd4ffab4.aspx,https://www.doc.govt.nz/link/fc7ad7d6b1c04751a98f233978d414b6.aspx,7/29/2025 8:32:18 AM,2610.52921585603
705156,Ben Lomond Track,"The Ben Lomond Track is a demanding climb and a full day's hike with an 1,438 m elevation gain when completed from Queenstown. On a clear day trampers are rewarded at the summit with spectacular panoramic views.",Advanced,6-8 hr  return to Ben Lomond Summit from Queenstow,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ca19ccc37364e7295cc1a2267acb8f0.aspx,https://www.doc.govt.nz/link/7a9c364e36aa4b4baf32dcdfeda9ebd1.aspx,7/29/2025 8:32:18 AM,3646.09645955564
705157,Big Bend Track,The Big Bend Track follows the Ōrongorongo River and connects the Ōrongorongo Track with the Whakanui Track.,Intermediate,1 hr 30 min one way from Turere Bridge,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/354b9b111fe44430904ff7de8e39ebad.jpg,https://www.doc.govt.nz/link/df2dbd3e15994827b3f8d80ee2e983d4.aspx,7/29/2025 8:32:18 AM,3104.5747945697
705158,Big Tōtara Walk,This short walking track winds through forest to some of Southland’s largest and oldest tōtara trees in a forest that has never been logged.,Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b213a89302c24b44badde7ec7eaa20bc.jpg,https://www.doc.govt.nz/link/4a7b1b147a0b49f5b84b9c0cf44e5edb.aspx,7/29/2025 8:32:18 AM,622.142676991317
705159,Birch Creek access route,This public access route travels along Birch Creek in the Ahuriri valley. ,Expert,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/90a07a08acd14e44be7591488d02029f.jpg,https://www.doc.govt.nz/link/2c4a37d512424291a8567706e8c0173f.aspx,7/29/2025 8:32:18 AM,2306.36761262349
705160,Black Hill Hut tracks,Walk to Black Hill Hut on one of these tracks or combine them to make a circuit.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eb140b7f0675440e9ed63ea68aea6dae.aspx,https://www.doc.govt.nz/link/ac0aacea8f944f38b0886344f03539fc.aspx,7/29/2025 8:32:19 AM,9187.4061759985
705161,Blue Lake Track,Enjoy native bush and quiet beaches. The track provides good opportunities to look out over the Blue Lake (Tikitapu) and Green Lake (Rotokakahi).,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05bb56220b074f16b23ed6512ac98607.aspx,https://www.doc.govt.nz/link/47fedb4f648d4e8cb5664f9aea371fc1.aspx,7/29/2025 8:32:19 AM,5551.11136611477
705162,Around Blue Lake Track,This track has good views of Blue Lake. The St Bathans to Domain track offers an off-road route to the St Bathans Domain.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/96aff322945f434c8cf182362f01aa2a.aspx,https://www.doc.govt.nz/link/737838d5a1674c39bf952985bf23e6d0.aspx,7/29/2025 8:32:19 AM,2909.34709658138
705163,Blue Pools Track,"Nestled among mature beech and podocarp forest, these pools of deep, clear water flowing into the Makarora River offer a moment of tranquillity. The complete track is open again.",Easiest,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49cb01a7e24247ebabf436ffa3d19f60.jpg,https://www.doc.govt.nz/link/3943c73304f545e79c578060d080fa96.aspx,7/29/2025 8:32:19 AM,1601.60374540397
705164,Blue Valley Track,The track to Camp Flat is easily accessible and an interesting day trip. You can continue on for another 13 km to the head of the valley.,Advanced,2-3 hr one way to Camp Flat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/502070f6160d45488d3c57dc95124828.aspx,https://www.doc.govt.nz/link/df40312df359404580727aa12b1aff64.aspx,7/29/2025 8:32:19 AM,16781.1632998224
705165,Bob’s Camp Bivouac Route ,Visit a cute bivvy with an unusual curved roof.,Expert,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed0cbb0bb48a458b9588403939f68fa5.aspx,https://www.doc.govt.nz/link/9a075b44fa734b5db166137d97da0b3c.aspx,7/29/2025 8:32:19 AM,4448.52011054191
705166,Bob’s Cove Track and Nature Walk,"This short walk passes through native bush to reach a stunning cove on Lake Wakatipu, with an optional climb to Picnic Point – it's a great option for kids.",Easy,"20 min to Bobs Cove, 30 min to Picnic Point",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5ff160e8740d4672a3b6b3fc457aae58.aspx,https://www.doc.govt.nz/link/b5c9e0480f104685ad16cf7a9ea04047.aspx,7/29/2025 8:32:19 AM,6633.84066252362
705167,Borland Nature Walk,This easy loop track in Fiordland forest in Monowai is suitable for families.,Easy,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/27f30d9f3dab41f7bd80c1ab7bc93597.jpg,https://www.doc.govt.nz/link/ca16bd7e41ae476b91a4585a7904f897.aspx,7/29/2025 8:32:20 AM,1529.41038633488
705168,Borland Road to Monowai Hut Track,This tramping track leads from Borland Saddle to a hut at the northern end of Lake Monowai in Fiordland National Park.,Advanced,9 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/981fff9dc0684956ba9a20721d958d72.aspx,https://www.doc.govt.nz/link/3f1ceb08457e4a6989c2d57009d7fddd.aspx,7/29/2025 8:32:20 AM,14047.2030883012
705169,Boyd Creek Track,"This difficult tramping track leads from the Milford Road up the Boyd Creek onto the tops of the Countess Range, in the Snowdon Forest area. ",Advanced,2.5 - 3.5 hr to tops,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/23b613024c414e10bf417256d5876d9e.jpg,https://www.doc.govt.nz/link/3a6f03f8050643a39a99ffa7832b0cc7.aspx,7/29/2025 8:32:20 AM,4872.57501151271
705170,Braemar Road to Landslip Creek,A public access easement leads to Landslip Creek above Lake Pukaki. ,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d536e0003dd04ea89f9e45f8d52da917.aspx,https://www.doc.govt.nz/link/51c0cd2f73b448028639665f60d320d4.aspx,7/29/2025 8:32:20 AM,15835.9745458753
705171,Breast Hill Track,"This tramping track, taking 2-3 days to complete, forms part of Te Araroa Trail and connects to the Timaru River Track.",Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3cd94774d9804eab8e77aeeac5cc1ba1.aspx,https://www.doc.govt.nz/link/264819cc3f924f3c90d6bdcb9bb44f19.aspx,7/29/2025 8:32:20 AM,45980.8344142975
705172,Bridge to Nowhere Walk,Walk to an abandoned bridge in the heart of the Whanganui National Park. This track is part of Te Araroa Trail.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dbec83e6acd84f888822d20f3a96d896.jpg,https://www.doc.govt.nz/link/b3da3278ff9f41c5bbdffb2155c6d39d.aspx,7/29/2025 8:32:20 AM,2501.5614587485
705173,Bruce Park Loop Track,"An easy walk through a podocarp and broadleaf forest remnant with impressive specimens of rimu, totara and kahikatea. It's a great walk for kids.",Easy,1 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cdd6b089feb441afaa6a0700347fb5e8.jpg,https://www.doc.govt.nz/link/0b490b8a8f7c433985b7a1a612e232be.aspx,7/29/2025 8:32:21 AM,1583.8153849287
705174,Brunner Mine Site Walk,Explore the fascinating and family-friendly historic Brunner Mine and enjoy the interactive displays.,Easiest,1 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b48bebd0633d4cd99095457b82289e17.jpg,https://www.doc.govt.nz/link/3d8f2b522d324126aa8d1df6a5ef4886.aspx,7/29/2025 8:32:21 AM,685.07763831211
705175,Ngarunui Track,Ngarunui Track is a short walk starting from Bryant Memorial Reserve.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4e340d34cd214413b005fc7f34c90f8e.aspx,https://www.doc.govt.nz/link/0d73dfe4b2da42eeb772df81779c518b.aspx,7/29/2025 8:32:21 AM,796.097852555325
705176,Burnt Ridge Track,"This tramping track offers an easy walk from the Borland Lodge grounds to Lake Monowai, in Fiordland. ",Advanced,1.5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5ccd7744759b46f78ff887c6d8e87921.jpg,https://www.doc.govt.nz/link/7fcba83cfde2428e90fe820b1d64430b.aspx,7/29/2025 8:32:21 AM,4406.89139382295
705177,Burrill Route,Burrill Route was formed in the 1970s by miners prospecting for copper.,Expert,8 - 9 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fccaf8454a1447edb069a3bb4b2777fe.jpg,https://www.doc.govt.nz/link/d2f000eefdeb49b6a53cde537a3c4aed.aspx,7/29/2025 8:32:21 AM,8075.61267527338
705178,Burtton's Track,Burtton's Track (Scotts Road to Mangahao Road) lies between Palmerston North and Shannon. This track is part of Te Araroa Trail.,Advanced,"6 hr going south, 7 hr going north",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d85aba6e6b054d93acac57613d818276.aspx,https://www.doc.govt.nz/link/f73f8cf3e0ee4526ba6f454fc2b4dfad.aspx,7/29/2025 8:32:21 AM,13153.4274217354
705179,Bushy Beach Track,Spot New Zealand fur seals/kekeno and yellow-eyed penguins/hoiho from this cliff-top walk.,Easy,10 - 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a89b428fb6614337a905cbf8fc092b12.jpg,https://www.doc.govt.nz/link/5b9506862e8346a4ae81f780b70634d7.aspx,7/29/2025 8:32:21 AM,228.156585673495
705180,Butcher Track,Butcher Track provides magnificent views of the Wellington harbour and surrounding areas.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b12ccfd9afa4b72b971183f8d846c11.jpg,https://www.doc.govt.nz/link/ff71d84fe267417d82b091cfc0f8673c.aspx,7/29/2025 8:32:22 AM,1421.49149907665
705181,Cable Bay Walkway,"Enjoy the coastal views on this walkway between Rotokura/Cable Bay and The Glen, near Nelson. Boating, sea kayaking, and snorkeling are all possible.",Easy,3 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/958e8decb1d64c5595a238c6fd171ceb.jpg,https://www.doc.govt.nz/link/feef6be5612149bb81b9f9e2bf40c074.aspx,7/29/2025 8:32:22 AM,9121.3322589209
705182,Callery Gorge Walk,Follow the Callery Gorge Walk as it climbs to a high terrace before descending to the Callery River.  ,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7fc92ad56ab74327bcdb03ecee4e8133.jpg,https://www.doc.govt.nz/link/efc61fcb475b4fde8314f7f62812a8b9.aspx,7/29/2025 8:32:22 AM,2488.25676189678
705183,Cameron Valley Track,Starting at the Cameron Creek car park enjoy a good day's tramp ending at the 4-bunk Cameron Hut.,Advanced,4 - 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1ea24c10d0904fd8b27e1fa98b917618.aspx,https://www.doc.govt.nz/link/027f27f021914e428c685ff659159e33.aspx,7/29/2025 8:32:22 AM,6097.68614562709
705184,Camp Stream Hut Track,The steep climb to Camp Stream Hut is part of Te Araroa Trail and is popular with people walking the trail over summer and with ski tourers over winter.,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ee034ceb7fc04a169a85bfedb3d6be3f.jpg,https://www.doc.govt.nz/link/b3878bedf8734e1ea1839a7bfd960289.aspx,7/29/2025 8:32:22 AM,15212.8928171807
705185,Canavans Knob Walk,"A short climb with rewarding views of the glacier, mountains and river flats.",Easiest,1 hr - 1 hr 40,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/351de50ad4cc472d97f3003cfbf734b3.aspx,https://www.doc.govt.nz/link/86c4ad8384614d09b5bb15e6237233fc.aspx,7/29/2025 8:32:22 AM,1529.8218399203
705186,Canyon Creek Track,Discover spectacular waterfalls and a rock bivvy in the Canyon Creek area.,"Advanced, Expert",3 hr 50 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/03ec51bfa887455cbe6d2408798cd9e0.jpg,https://www.doc.govt.nz/link/26f04db1e4c941b3bd262dd205bd4b5f.aspx,7/29/2025 8:32:22 AM,4206.42948928412
705187,Cape Foulwind Walkway,"A seal colony, a lighthouse and panoramic views of mountains and coastline feature on this spectacular coastal walkway. With the beach close by as well it's a good option for children. It's also one of our best short walks.","Easiest, Easy",1 hr 15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/69c280b4ab464dbb964e89bb167fbe84.aspx,https://www.doc.govt.nz/link/f46e42cda7bd43a3a1893406872ee723.aspx,7/29/2025 8:32:23 AM,3200.25974238864
705188,Cape Reinga/Te Rerenga Wairua Lighthouse Walk,Enjoy outstanding panoramic views and pay respect to a site steeped in Māori tradition on a short stroll to an iconic lighthouse – it's suitable for children and buggies. This track is part of Te Araroa Trail.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b70aaa9d37a243d6b5e3f327cd9f7a1d.jpg,https://www.doc.govt.nz/link/67464a49e7414a75bf67a9315282789c.aspx,7/29/2025 8:32:23 AM,1035.47300908496
705189,Carrington Hut Route,This route up the braided river-bed of the Waimakariri leads to a comfortable hut situated below the park’s highest peaks. Carrington Hut is a good base for exploring the upper Waimakariri catchment.,Expert,4-6 hr to Carrington Hut one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b54ef5e371594d6aa57605acaa98f764.jpg,https://www.doc.govt.nz/link/21f72c66468840fba71db1d878a12153.aspx,7/29/2025 8:32:23 AM,15289.5714909739
705190,Cascade Saddle Route,"The Cascade Saddle Route is an alpine crossing recommended for experienced trampers as a fine weather, summer route.",Expert,4-5 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b6cd9496ec264568a5bbdfad2d643864.jpg,https://www.doc.govt.nz/link/40ead183d61e42a68b4f6cbf5437e96b.aspx,7/29/2025 8:32:23 AM,15515.982940392
705191,Casey Saddle - Binser Saddle Route,"This is a pleasant 2 day tramp, crossing easy saddles on well-defined tracks through open mountain beech forest.",Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2ca3e69ba7894d29bff63d35767eff69.jpg,https://www.doc.govt.nz/link/84cebc4f55984e44ac48c1f5eeafce26.aspx,7/29/2025 8:32:23 AM,42593.884638411
705192,Cass-Lagoon Saddle Track,"Cass - Lagoon Saddle in Craigieburn Forest Park is a two-day round trip suitable for fit, moderately experienced and equipped parties. This track is part of Te Araroa Trail.","Advanced, Expert",2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0cb30cef3d8b48fe9ecb26e13d096254.aspx,https://www.doc.govt.nz/link/8982ee4ad20a417e938476c31d8cbfe8.aspx,7/29/2025 8:32:23 AM,32280.8950621273
705193,Catchpool Loop Walk,Walk through a nikau grove and podocarp/broadleaf forest.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7eaf984e1e1b436597059cd804aafd40.jpg,https://www.doc.govt.nz/link/7ea0377b9fd5427991acf5e59b3718cc.aspx,7/29/2025 8:32:24 AM,716.943566574498
705194,Cathedral Caves Walk,Walk through bush and along the beach to explore the impressive Cathedral Caves.,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a6cbfd5fc4c746baa6889cc25a230324.jpg,https://www.doc.govt.nz/link/3949c3d3dbba45c880ab8a6cde8f82ff.aspx,7/29/2025 8:32:24 AM,398.138840101454
705195,Catlins River Track,"An attractive, forest-lined river walk of that follows the Catlins River.",Advanced,5-6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/42dc5b34d0814b4587de3d91944b23ee.aspx,https://www.doc.govt.nz/link/1622a19e151545a3a65caed891430c11.aspx,7/29/2025 8:32:24 AM,12384.5641947019
705196,Chalice–Goulter Track,Follow the Goulter River from Lake Chalice.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e2cf0366b9534215aa8214d3f84a19e6.aspx,https://www.doc.govt.nz/link/d004fcd62bf9463088ec9ec9b9cbc344.aspx,7/29/2025 8:32:24 AM,26048.4462011696
705197,Chalkies Track,See across Silverpeaks and Taieri Plains. Cross Silver Stream and Leishmans Creek and make the steep 400 m climb to the top of Powder Hill for a challenging tramp with spectacular views.,Advanced,3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/af83e525a6604f469cadf9a173a6b72a.aspx,https://www.doc.govt.nz/link/946b8db65c7e45dd8b291ec36f8ded16.aspx,7/29/2025 8:32:24 AM,4694.17504617323
